timestamp,temperatura,humedad,luz,ruido
2025-01-02 22:50:00,7.94,81.9,0,60
2025-01-02 23:00:00,8.05,85.4,0,34
2025-01-02 23:10:00,8.16,77.5,0,33
2025-01-02 23:20:00,7.91,79.5,0,36
2025-01-02 23:30:00,7.54,80.2,0,30
2025-01-02 23:40:00,7.9,83.4,0,55
2025-01-02 23:50:00,8.35,91.5,0,46
2025-01-03 00:00:00,8.51,84.0,0,54
2025-01-03 00:10:00,9.29,74.8,0,57
2025-01-03 00:20:00,7.04,82.5,0,57
2025-01-03 00:30:00,7.48,79.5,0,41
2025-01-03 00:40:00,6.54,79.9,0,34
2025-01-03 00:50:00,8.58,78.8,0,55
2025-01-03 01:00:00,7.77,80.3,0,37
2025-01-03 01:10:00,8.21,74.3,0,41
2025-01-03 01:20:00,7.56,80.9,0,54
2025-01-03 01:30:00,7.78,82.7,0,57
2025-01-03 01:40:00,9.02,78.2,1,54
2025-01-03 01:50:00,8.6,79.3,0,54
2025-01-03 02:00:00,8.55,75.8,0,50
2025-01-03 02:10:00,9.25,79.0,0,57
2025-01-03 02:20:00,9.27,81.0,0,42
2025-01-03 02:30:00,8.33,79.8,0,57
2025-01-03 02:40:00,7.46,83.2,0,49
2025-01-03 02:50:00,7.92,84.4,0,41
2025-01-03 03:00:00,8.52,77.0,0,44
2025-01-03 03:10:00,10.52,78.4,0,43
2025-01-03 03:20:00,10.66,74.9,0,37
2025-01-03 03:30:00,10.86,77.4,0,55
2025-01-03 03:40:00,7.98,79.5,0,39
2025-01-03 03:50:00,10.45,82.3,0,60
2025-01-03 04:00:00,12.61,77.3,0,54
2025-01-03 04:10:00,11.73,78.9,0,38
2025-01-03 04:20:00,9.11,72.3,0,35
2025-01-03 04:30:00,12.25,78.7,0,37
2025-01-03 04:40:00,10.87,74.2,0,55
2025-01-03 04:50:00,10.65,84.0,0,42
2025-01-03 05:00:00,12.64,83.0,0,37
2025-01-03 05:10:00,11.44,81.9,0,48
2025-01-03 05:20:00,12.28,72.1,0,31
2025-01-03 05:30:00,13.58,78.4,0,36
2025-01-03 05:40:00,12.78,65.8,1,47
2025-01-03 05:50:00,12.33,80.0,2,48
2025-01-03 06:00:00,13.91,73.5,883,60
2025-01-03 06:10:00,12.89,66.4,873,59
2025-01-03 06:20:00,13.72,76.1,878,45
2025-01-03 06:30:00,12.53,72.3,849,49
2025-01-03 06:40:00,14.65,72.3,683,58
2025-01-03 06:50:00,12.09,75.8,496,51
2025-01-03 07:00:00,16.07,75.6,456,71
2025-01-03 07:10:00,16.17,72.7,744,90
2025-01-03 07:20:00,16.44,62.4,892,65
2025-01-03 07:30:00,15.46,72.7,809,62
2025-01-03 07:40:00,16.12,67.5,940,77
2025-01-03 07:50:00,15.26,73.5,534,88
2025-01-03 08:00:00,15.89,71.0,633,81
2025-01-03 08:10:00,18.06,68.4,742,79
2025-01-03 08:20:00,16.76,69.1,698,82
2025-01-03 08:30:00,15.71,62.3,917,74
2025-01-03 08:40:00,16.46,75.9,656,77
2025-01-03 08:50:00,16.49,70.7,466,75
2025-01-03 09:00:00,18.45,68.7,467,78
2025-01-03 09:10:00,19.96,68.9,484,85
2025-01-03 09:20:00,18.5,60.5,821,75
2025-01-03 09:30:00,18.24,71.6,668,88
2025-01-03 09:40:00,20.04,66.1,909,88
2025-01-03 09:50:00,18.86,68.1,918,88
2025-01-03 10:00:00,19.24,64.0,755,40
2025-01-03 10:10:00,18.65,61.5,935,36
2025-01-03 10:20:00,19.28,64.2,575,44
2025-01-03 10:30:00,18.98,65.6,925,60
2025-01-03 10:40:00,19.1,66.3,559,55
2025-01-03 10:50:00,20.08,64.4,935,49
2025-01-03 11:00:00,19.2,65.2,524,38
2025-01-03 11:10:00,20.04,64.4,628,55
2025-01-03 11:20:00,20.39,60.1,742,39
2025-01-03 11:30:00,19.1,65.4,793,35
2025-01-03 11:40:00,18.97,65.4,874,46
2025-01-03 11:50:00,19.51,62.8,484,32
2025-01-03 12:00:00,19.47,69.0,585,39
2025-01-03 12:10:00,20.76,65.3,491,53
2025-01-03 12:20:00,19.03,66.9,564,51
2025-01-03 12:30:00,19.89,61.9,536,46
2025-01-03 12:40:00,21.87,62.6,808,50
2025-01-03 12:50:00,26.17,64.2,701,60
2025-01-03 13:00:00,20.09,60.7,790,47
2025-01-03 13:10:00,20.56,58.2,714,42
2025-01-03 13:20:00,19.26,71.1,522,42
2025-01-03 13:30:00,18.77,63.3,702,30
2025-01-03 13:40:00,19.77,65.1,881,53
2025-01-03 13:50:00,19.84,66.8,717,39
2025-01-03 14:00:00,17.74,65.6,566,32
2025-01-03 14:10:00,19.33,61.9,536,56
2025-01-03 14:20:00,19.89,70.6,753,59
2025-01-03 14:30:00,18.3,64.6,619,31
2025-01-03 14:40:00,19.38,69.0,937,41
2025-01-03 14:50:00,19.75,72.3,776,43
2025-01-03 15:00:00,18.55,62.8,500,55
2025-01-03 15:10:00,18.62,71.2,523,37
2025-01-03 15:20:00,17.88,68.4,585,31
2025-01-03 15:30:00,17.18,64.4,873,45
2025-01-03 15:40:00,17.72,69.7,853,47
2025-01-03 15:50:00,17.61,68.4,825,34
2025-01-03 16:00:00,16.77,67.2,701,39
2025-01-03 16:10:00,17.71,77.3,702,58
2025-01-03 16:20:00,15.79,71.2,790,55
2025-01-03 16:30:00,16.95,65.3,609,55
2025-01-03 16:40:00,15.98,71.0,786,38
2025-01-03 16:50:00,16.24,68.9,907,33
2025-01-03 17:00:00,15.84,67.1,507,61
2025-01-03 17:10:00,14.44,70.7,649,60
2025-01-03 17:20:00,20.98,73.2,657,66
2025-01-03 17:30:00,14.31,67.9,749,71
2025-01-03 17:40:00,15.92,66.0,588,77
2025-01-03 17:50:00,14.15,66.1,706,90
2025-01-03 18:00:00,13.34,68.4,596,74
2025-01-03 18:10:00,15.35,75.8,950,62
2025-01-03 18:20:00,15.2,75.3,925,74
2025-01-03 18:30:00,13.51,70.0,688,81
2025-01-03 18:40:00,14.15,72.8,714,69
2025-01-03 18:50:00,14.8,68.4,470,70
2025-01-03 19:00:00,12.83,73.2,0,76
2025-01-03 19:10:00,12.06,73.1,0,61
2025-01-03 19:20:00,11.68,76.9,0,86
2025-01-03 19:30:00,12.98,80.5,0,69
2025-01-03 19:40:00,13.19,71.4,1,87
2025-01-03 19:50:00,13.66,72.4,0,62
2025-01-03 20:00:00,9.49,78.8,0,58
2025-01-03 20:10:00,9.83,71.9,0,37
2025-01-03 20:20:00,11.77,74.0,0,37
2025-01-03 20:30:00,9.59,81.1,0,31
2025-01-03 20:40:00,17.83,82.6,0,49
2025-01-03 20:50:00,10.66,74.0,1,34
2025-01-03 21:00:00,9.18,76.0,0,42
2025-01-03 21:10:00,9.76,82.0,0,48
2025-01-03 21:20:00,8.52,83.2,0,30
2025-01-03 21:30:00,10.25,78.1,0,54
2025-01-03 21:40:00,10.94,76.5,0,58
2025-01-03 21:50:00,10.29,81.3,0,42
2025-01-03 22:00:00,8.44,81.9,2,39
2025-01-03 22:10:00,7.41,80.3,0,59
2025-01-03 22:20:00,12.44,87.8,0,53
2025-01-03 22:30:00,7.58,81.4,4,34
2025-01-03 22:40:00,8.63,75.9,0,47
2025-01-03 22:50:00,8.73,82.1,0,60
2025-01-03 23:00:00,8.73,78.5,0,41
2025-01-03 23:10:00,6.6,80.6,0,32
2025-01-03 23:20:00,9.09,84.3,0,47
2025-01-03 23:30:00,8.6,84.7,0,36
2025-01-03 23:40:00,7.78,69.5,0,32
2025-01-03 23:50:00,7.09,79.0,0,49
2025-01-04 00:00:00,8.44,83.5,0,53
2025-01-04 00:10:00,7.2,85.5,0,37
2025-01-04 00:20:00,7.42,82.0,0,56
2025-01-04 00:30:00,7.74,84.4,0,35
2025-01-04 00:40:00,6.71,85.2,0,51
2025-01-04 00:50:00,7.21,78.8,0,52
2025-01-04 01:00:00,8.33,84.6,0,55
2025-01-04 01:10:00,8.25,89.2,0,46
2025-01-04 01:20:00,8.26,80.3,0,53
2025-01-04 01:30:00,6.72,85.9,0,50
2025-01-04 01:40:00,7.45,85.6,0,40
2025-01-04 01:50:00,7.32,78.1,0,47
2025-01-04 02:00:00,8.58,83.1,0,38
2025-01-04 02:10:00,8.51,84.2,0,57
2025-01-04 02:20:00,8.36,89.5,0,47
2025-01-04 02:30:00,10.21,83.1,0,34
2025-01-04 02:40:00,8.01,86.0,0,59
2025-01-04 02:50:00,7.91,81.7,0,38
2025-01-04 03:00:00,8.27,84.5,0,55
2025-01-04 03:10:00,7.96,86.8,0,31
2025-01-04 03:20:00,8.22,76.6,0,34
2025-01-04 03:30:00,8.62,83.8,0,50
2025-01-04 03:40:00,10.24,85.4,0,44
2025-01-04 03:50:00,3.22,82.8,0,51
2025-01-04 04:00:00,10.59,82.6,0,58
2025-01-04 04:10:00,10.36,84.7,0,56
2025-01-04 04:20:00,10.73,76.2,0,43
2025-01-04 04:30:00,11.56,83.2,0,54
2025-01-04 04:40:00,8.84,86.4,0,30
2025-01-04 04:50:00,11.41,79.9,0,52
2025-01-04 05:00:00,9.87,77.2,0,56
2025-01-04 05:10:00,11.91,77.2,0,31
2025-01-04 05:20:00,13.64,80.9,0,59
2025-01-04 05:30:00,12.43,85.4,0,36
2025-01-04 05:40:00,12.18,88.0,0,57
2025-01-04 05:50:00,13.48,86.0,0,50
2025-01-04 06:00:00,12.87,76.3,425,36
2025-01-04 06:10:00,13.78,74.2,645,53
2025-01-04 06:20:00,13.9,71.5,674,55
2025-01-04 06:30:00,13.02,79.5,591,46
2025-01-04 06:40:00,13.09,89.4,751,37
2025-01-04 06:50:00,13.0,78.5,568,38
2025-01-04 07:00:00,15.06,77.0,467,77
2025-01-04 07:10:00,15.43,75.4,519,65
2025-01-04 07:20:00,15.09,77.8,657,81
2025-01-04 07:30:00,15.56,73.1,778,78
2025-01-04 07:40:00,13.41,76.9,610,84
2025-01-04 07:50:00,14.81,74.4,608,83
2025-01-04 08:00:00,15.62,75.6,575,66
2025-01-04 08:10:00,16.68,73.6,828,64
2025-01-04 08:20:00,16.67,75.8,466,60
2025-01-04 08:30:00,16.34,70.0,527,66
2025-01-04 08:40:00,16.84,78.0,680,87
2025-01-04 08:50:00,17.23,77.6,507,68
2025-01-04 09:00:00,23.63,70.8,832,88
2025-01-04 09:10:00,16.84,69.8,448,89
2025-01-04 09:20:00,16.41,67.0,630,78
2025-01-04 09:30:00,17.71,67.4,525,72
2025-01-04 09:40:00,17.87,70.5,797,77
2025-01-04 09:50:00,16.9,72.6,724,81
2025-01-04 10:00:00,19.21,71.6,458,55
2025-01-04 10:10:00,18.27,77.7,552,54
2025-01-04 10:20:00,17.31,68.7,769,52
2025-01-04 10:30:00,19.64,68.3,531,50
2025-01-04 10:40:00,19.55,70.4,794,55
2025-01-04 10:50:00,17.02,67.1,505,40
2025-01-04 11:00:00,18.78,76.1,393,41
2025-01-04 11:10:00,18.75,77.1,801,49
2025-01-04 11:20:00,20.54,73.1,670,40
2025-01-04 11:30:00,19.15,73.7,398,40
2025-01-04 11:40:00,18.04,69.3,569,56
2025-01-04 11:50:00,19.94,72.7,662,31
2025-01-04 12:00:00,18.45,74.7,592,46
2025-01-04 12:10:00,19.23,68.4,814,37
2025-01-04 12:20:00,18.82,75.4,662,32
2025-01-04 12:30:00,18.99,69.6,397,37
2025-01-04 12:40:00,20.19,69.3,603,48
2025-01-04 12:50:00,20.65,66.2,683,37
2025-01-04 13:00:00,18.21,70.8,543,49
2025-01-04 13:10:00,27.73,74.4,599,51
2025-01-04 13:20:00,18.65,60.9,527,37
2025-01-04 13:30:00,12.67,71.3,776,45
2025-01-04 13:40:00,19.62,72.9,740,48
2025-01-04 13:50:00,18.41,70.4,667,51
2025-01-04 14:00:00,19.01,62.9,483,32
2025-01-04 14:10:00,19.22,65.3,780,49
2025-01-04 14:20:00,18.29,70.4,786,48
2025-01-04 14:30:00,19.69,64.1,693,45
2025-01-04 14:40:00,17.61,81.5,484,39
2025-01-04 14:50:00,19.71,76.0,596,54
2025-01-04 15:00:00,16.12,67.9,615,47
2025-01-04 15:10:00,19.84,75.5,439,57
2025-01-04 15:20:00,17.35,74.7,544,48
2025-01-04 15:30:00,9.75,70.6,716,50
2025-01-04 15:40:00,17.49,76.0,584,33
2025-01-04 15:50:00,16.84,63.7,811,36
2025-01-04 16:00:00,16.75,72.3,721,42
2025-01-04 16:10:00,17.53,71.6,622,31
2025-01-04 16:20:00,15.64,80.9,434,56
2025-01-04 16:30:00,21.9,69.8,355,57
2025-01-04 16:40:00,15.21,76.4,449,36
2025-01-04 16:50:00,17.26,70.9,365,44
2025-01-04 17:00:00,15.32,79.9,373,89
2025-01-04 17:10:00,15.85,73.9,390,82
2025-01-04 17:20:00,14.89,70.8,757,64
2025-01-04 17:30:00,7.64,75.5,836,66
2025-01-04 17:40:00,15.64,79.0,810,89
2025-01-04 17:50:00,13.94,77.7,361,65
2025-01-04 18:00:00,12.04,71.7,728,73
2025-01-04 18:10:00,13.43,71.3,482,76
2025-01-04 18:20:00,13.12,75.1,692,60
2025-01-04 18:30:00,13.88,73.7,605,66
2025-01-04 18:40:00,14.31,74.1,523,78
2025-01-04 18:50:00,13.86,75.8,545,65
2025-01-04 19:00:00,12.69,82.1,0,74
2025-01-04 19:10:00,12.14,78.7,0,71
2025-01-04 19:20:00,12.28,75.0,0,75
2025-01-04 19:30:00,11.79,76.1,0,90
2025-01-04 19:40:00,12.26,81.5,0,66
2025-01-04 19:50:00,12.02,79.3,0,75
2025-01-04 20:00:00,10.7,78.8,0,52
2025-01-04 20:10:00,10.3,84.2,0,36
2025-01-04 20:20:00,11.08,84.9,0,56
2025-01-04 20:30:00,9.87,84.8,0,59
2025-01-04 20:40:00,10.42,81.3,0,46
2025-01-04 20:50:00,11.49,78.1,0,56
